#         t          x          y          z         vx         vy         vz
      0.427   -101.672    -39.012    -78.873     22.509    204.480    139.875
      0.428   -101.649    -38.807    -78.733     22.702    204.536    140.014
      0.429   -101.627    -38.603    -78.593     22.895    204.592    140.154
      0.430   -101.604    -38.398    -78.453     23.089    204.647    140.294
      0.431   -101.580    -38.193    -78.313     23.284    204.703    140.433
      0.432   -101.557    -37.989    -78.172     23.479    204.758    140.573
      0.433   -101.533    -37.784    -78.031     23.674    204.813    140.714
      0.434   -101.510    -37.579    -77.891     23.870    204.868    140.854
      0.435   -101.486    -37.374    -77.750     24.066    204.922    140.994
      0.436   -101.462    -37.169    -77.609     24.263    204.977    141.135
      0.437   -101.437    -36.964    -77.467     24.461    205.031    141.276
      0.438   -101.413    -36.759    -77.326     24.659    205.085    141.416
      0.439   -101.388    -36.554    -77.185     24.857    205.138    141.557
      0.440   -101.363    -36.349    -77.043     25.056    205.192    141.699
      0.441   -101.338    -36.144    -76.901     25.256    205.245    141.840
      0.442   -101.312    -35.938    -76.759     25.456    205.298    141.981
      0.443   -101.287    -35.733    -76.617     25.656    205.351    142.123
      0.444   -101.261    -35.528    -76.475     25.857    205.404    142.265
      0.445   -101.235    -35.322    -76.333     26.059    205.456    142.406
      0.446   -101.209    -35.117    -76.190     26.261    205.508    142.548
      0.447   -101.183    -34.911    -76.048     26.463    205.560    142.691
      0.448   -101.156    -34.706    -75.905     26.667    205.612    142.833
      0.449   -101.129    -34.500    -75.762     26.870    205.663    142.975
      0.450   -101.102    -34.294    -75.619     27.074    205.714    143.118
      0.451   -101.075    -34.089    -75.476     27.279    205.765    143.260
      0.452   -101.048    -33.883    -75.332     27.484    205.816    143.403
      0.453   -101.020    -33.677    -75.189     27.690    205.866    143.546
      0.454   -100.992    -33.471    -75.045     27.897    205.916    143.689
      0.455   -100.964    -33.265    -74.902     28.103    205.966    143.833
      0.456   -100.936    -33.059    -74.758     28.311    206.016    143.976
      0.457   -100.908    -32.853    -74.614     28.519    206.065    144.119
      0.458   -100.879    -32.647    -74.469     28.727    206.115    144.263
      0.459   -100.850    -32.441    -74.325     28.936    206.164    144.407
      0.460   -100.821    -32.235    -74.181     29.146    206.212    144.551
      0.461   -100.792    -32.028    -74.036     29.356    206.261    144.695
      0.462   -100.762    -31.822    -73.891     29.567    206.309    144.839
      0.463   -100.733    -31.616    -73.746     29.778    206.357    144.983
      0.464   -100.703    -31.409    -73.601     29.990    206.404    145.128
      0.465   -100.673    -31.203    -73.456     30.202    206.452    145.272
      0.466   -100.643    -30.996    -73.311     30.415    206.499    145.417
      0.467   -100.612    -30.790    -73.165     30.628    206.546    145.562
      0.468   -100.581    -30.583    -73.020     30.842    206.592    145.707
      0.469   -100.550    -30.377    -72.874     31.057    206.638    145.852
      0.470   -100.519    -30.170    -72.728     31.272    206.684    145.997
      0.471   -100.488    -29.963    -72.582     31.487    206.730    146.142
      0.472   -100.456    -29.757    -72.436     31.704    206.776    146.288
      0.473   -100.424    -29.550    -72.289     31.920    206.821    146.434
      0.474   -100.392    -29.343    -72.143     32.138    206.866    146.579
      0.475   -100.360    -29.136    -71.996     32.356    206.910    146.725
      0.476   -100.328    -28.929    -71.849     32.574    206.954    146.871
      0.477   -100.295    -28.722    -71.702     32.793    206.998    147.017
      0.478   -100.262    -28.515    -71.555     33.013    207.042    147.163
      0.479   -100.229    -28.308    -71.408     33.233    207.086    147.310
      0.480   -100.196    -28.101    -71.261     33.454    207.129    147.456
      0.481   -100.162    -27.894    -71.113     33.675    207.171    147.603
      0.482   -100.128    -27.687    -70.965     33.897    207.214    147.750
      0.483   -100.094    -27.479    -70.818     34.119    207.256    147.897
      0.484   -100.060    -27.272    -70.670     34.342    207.298    148.043
      0.485   -100.026    -27.065    -70.521     34.566    207.340    148.191
      0.486    -99.991    -26.857    -70.373     34.790    207.381    148.338
      0.487    -99.956    -26.650    -70.225     35.015    207.422    148.485
      0.488    -99.921    -26.443    -70.076     35.240    207.462    148.633
      0.489    -99.885    -26.235    -69.928     35.466    207.503    148.780
      0.490    -99.850    -26.028    -69.779     35.693    207.543    148.928
      0.491    -99.814    -25.820    -69.630     35.920    207.582    149.076
      0.492    -99.778    -25.612    -69.481     36.148    207.622    149.224
      0.493    -99.742    -25.405    -69.331     36.376    207.661    149.372
      0.494    -99.705    -25.197    -69.182     36.605    207.699    149.520
      0.495    -99.669    -24.989    -69.032     36.835    207.738    149.668
      0.496    -99.632    -24.782    -68.882     37.065    207.776    149.816
      0.497    -99.594    -24.574    -68.733     37.295    207.813    149.965
      0.498    -99.557    -24.366    -68.583     37.527    207.851    150.114
      0.499    -99.519    -24.158    -68.432     37.758    207.888    150.262
      0.500    -99.482    -23.950    -68.282     37.991    207.924    150.411
      0.501    -99.443    -23.742    -68.132     38.224    207.961    150.560
      0.502    -99.405    -23.534    -67.981     38.458    207.997    150.709
      0.503    -99.366    -23.326    -67.830     38.692    208.032    150.858
      0.504    -99.328    -23.118    -67.679     38.927    208.067    151.008
      0.505    -99.289    -22.910    -67.528     39.162    208.102    151.157
      0.506    -99.249    -22.702    -67.377     39.399    208.137    151.306
      0.507    -99.210    -22.494    -67.225     39.635    208.171    151.456
      0.508    -99.170    -22.286    -67.074     39.873    208.205    151.606
      0.509    -99.130    -22.077    -66.922     40.111    208.238    151.756
      0.510    -99.090    -21.869    -66.770     40.349    208.271    151.905
      0.511    -99.049    -21.661    -66.618     40.588    208.304    152.055
      0.512    -99.009    -21.453    -66.466     40.828    208.336    152.206
      0.513    -98.968    -21.244    -66.314     41.069    208.368    152.356
      0.514    -98.927    -21.036    -66.162     41.310    208.400    152.506
      0.515    -98.885    -20.827    -66.009     41.551    208.431    152.656
      0.516    -98.843    -20.619    -65.856     41.794    208.462    152.807
      0.517    -98.802    -20.411    -65.703     42.036    208.492    152.958
      0.518    -98.759    -20.202    -65.550     42.280    208.522    153.108
      0.519    -98.717    -19.994    -65.397     42.524    208.552    153.259
      0.520    -98.674    -19.785    -65.244     42.769    208.581    153.410
      0.521    -98.631    -19.576    -65.090     43.014    208.610    153.561
      0.522    -98.588    -19.368    -64.937     43.260    208.638    153.712
      0.523    -98.545    -19.159    -64.783     43.507    208.666    153.863
      0.524    -98.501    -18.950    -64.629     43.754    208.694    154.014
      0.525    -98.457    -18.742    -64.475     44.002    208.721    154.166
      0.526    -98.413    -18.533    -64.321     44.251    208.747    154.317
      0.527    -98.369    -18.324    -64.166     44.500    208.774    154.468
      0.528    -98.324    -18.115    -64.012     44.750    208.800    154.620
      0.529    -98.279    -17.907    -63.857     45.001    208.825    154.772
      0.530    -98.234    -17.698    -63.702     45.252    208.850    154.923
      0.531    -98.189    -17.489    -63.547     45.503    208.875    155.075
      0.532    -98.143    -17.280    -63.392     45.756    208.899    155.227
      0.533    -98.097    -17.071    -63.237     46.009    208.923    155.379
      0.534    -98.051    -16.862    -63.081     46.263    208.946    155.531
      0.535    -98.005    -16.653    -62.926     46.517    208.969    155.683
      0.536    -97.958    -16.444    -62.770     46.772    208.992    155.836
      0.537    -97.911    -16.235    -62.614     47.028    209.014    155.988
      0.538    -97.864    -16.026    -62.458     47.284    209.035    156.140
      0.539    -97.817    -15.817    -62.302     47.541    209.056    156.293
      0.540    -97.769    -15.608    -62.145     47.799    209.077    156.445
      0.541    -97.721    -15.399    -61.989     48.057    209.097    156.598
      0.542    -97.673    -15.190    -61.832     48.316    209.117    156.751
      0.543    -97.625    -14.981    -61.675     48.576    209.136    156.903
      0.544    -97.576    -14.772    -61.518     48.836    209.155    157.056
      0.545    -97.527    -14.562    -61.361     49.097    209.173    157.209
      0.546    -97.478    -14.353    -61.204     49.358    209.191    157.362
      0.547    -97.428    -14.144    -61.047     49.621    209.208    157.515
      0.548    -97.378    -13.935    -60.889     49.884    209.225    157.668
      0.549    -97.328    -13.726    -60.731     50.147    209.242    157.821
      0.550    -97.278    -13.516    -60.573     50.411    209.258    157.974
      0.551    -97.228    -13.307    -60.415     50.676    209.273    158.127
      0.552    -97.177    -13.098    -60.257     50.942    209.288    158.281
      0.553    -97.126    -12.889    -60.099     51.208    209.302    158.434
      0.554    -97.074    -12.679    -59.940     51.475    209.316    158.587
      0.555    -97.023    -12.470    -59.781     51.743    209.330    158.741
      0.556    -96.971    -12.261    -59.623     52.011    209.343    158.894
      0.557    -96.919    -12.051    -59.464     52.280    209.355    159.048
      0.558    -96.866    -11.842    -59.305     52.549    209.367    159.201
      0.559    -96.814    -11.632    -59.145     52.820    209.378    159.355
      0.560    -96.761    -11.423    -58.986     53.091    209.389    159.509
      0.561    -96.707    -11.214    -58.826     53.362    209.400    159.662
      0.562    -96.654    -11.004    -58.667     53.635    209.409    159.816
      0.563    -96.600    -10.795    -58.507     53.908    209.419    159.970
      0.564    -96.546    -10.585    -58.347     54.181    209.427    160.124
      0.565    -96.492    -10.376    -58.186     54.456    209.436    160.277
      0.566    -96.437    -10.167    -58.026     54.731    209.443    160.431
      0.567    -96.382     -9.957    -57.866     55.007    209.450    160.585
      0.568    -96.327     -9.748    -57.705     55.283    209.457    160.739
      0.569    -96.272     -9.538    -57.544     55.560    209.463    160.893
      0.570    -96.216     -9.329    -57.383     55.838    209.469    161.047
      0.571    -96.160     -9.119    -57.222     56.116    209.473    161.201
      0.572    -96.104     -8.910    -57.061     56.396    209.478    161.355
      0.573    -96.047     -8.700    -56.899     56.675    209.482    161.509
      0.574    -95.990     -8.491    -56.738     56.956    209.485    161.664
      0.575    -95.933     -8.281    -56.576     57.237    209.487    161.818
      0.576    -95.876     -8.072    -56.414     57.519    209.490    161.972
